asset,buy_timestamp,sell_timestamp,quantity,entry_price,exit_price,profit_loss
AMZN,2025-03-01 09:30:00,2025-03-01 09:35:20,173.0,3181.996262450629,2800.8885301628407,187.315567
AMZN,2025-03-01 09:30:00,2025-03-01 09:36:10,141.0,2223.1642814269912,1383.415393752721,-40.251238
AMZN,2025-03-01 09:31:00,2025-03-01 09:37:10,93.0,988.111846783266,1488.487454718136,-51.294199
AMZN,2025-03-01 09:31:30,2025-03-01 09:37:50,17.0,309.64360367591763,589.4198672666482,-42.81819
AMZN,2025-03-01 09:31:40,2025-03-01 09:38:30,177.0,1383.7008635289906,308.88600045754464,-134.09577
AMZN,2025-03-01 09:31:50,2025-03-01 09:40:40,1.0,3258.682997915589,3301.690546689576,0.738834
AMZN,2025-03-01 09:32:00,2025-03-01 09:41:00,107.0,1966.2724934208509,307.5059326395595,26.680503
AMZN,2025-03-01 09:32:20,2025-03-01 09:41:40,178.0,2799.8057812221127,1969.666302489889,604.098014
AMZN,2025-03-01 09:33:00,2025-03-01 09:42:10,199.0,1593.9023928427614,1006.2898782732908,-595.98307
AMZN,2025-03-01 09:33:10,2025-03-01 09:44:50,195.0,2196.459088894533,795.9148154701323,119.969527
AMZN,2025-03-01 09:34:00,2025-03-01 09:45:20,190.0,1489.039005250314,3389.2180988862187,509.312129
AMZN,2025-03-01 09:34:10,2025-03-01 09:46:10,72.0,1723.1522380744052,1990.185673824488,120.080238
AMZN,2025-03-01 09:35:00,2025-03-01 09:47:10,137.0,591.9385843197384,3031.1416222130765,73.549248
AMZN,2025-03-01 09:35:00,2025-03-01 09:47:10,161.0,307.25658214541727,1993.104816486048,-413.886427
AMZN,2025-03-01 09:35:10,2025-03-01 09:48:30,189.0,3061.6124883965003,3255.9888061336333,-509.202247
AMZN,2025-03-01 09:36:00,2025-03-01 09:49:00,95.0,1009.284768073687,1725.5038592067378,223.404008
AMZN,2025-03-01 09:36:20,2025-03-01 09:49:00,152.0,3386.5375087330585,810.3802093366579,85.732042
AMZN,2025-03-01 09:37:00,2025-03-01 09:49:10,101.0,3300.9517130300687,2863.969160016461,241.225923
AMZN,2025-03-01 09:37:00,2025-03-01 09:49:50,89.0,3030.604766385105,2704.594881776848,231.836884
AMZN,2025-03-01 09:38:00,2025-03-01 09:50:00,101.0,2701.98997297002,3183.367847907096,138.530131
AMZN,2025-03-01 09:39:20,2025-03-01 09:50:40,110.0,795.2995871270961,1591.5803585157084,-255.423776
AMZN,2025-03-01 09:40:10,2025-03-01 09:52:00,187.0,1988.517892738984,990.9928600219968,538.749476
AMZN,2025-03-01 09:41:10,2025-03-01 09:54:40,174.0,2861.580784545158,2835.720275323084,41.56914
AMZN,2025-03-01 09:43:00,2025-03-01 09:59:30,110.0,2771.2624187009524,2768.3414045654526,-321.311555
AMZN,2025-03-01 09:43:20,2025-03-01 10:02:00,195.0,1076.0580442219482,425.7128986395059,22.75339
AMZN,2025-03-01 09:44:30,2025-03-01 10:02:20,9.0,1995.6755396347016,1478.933552672244,-26.300111
AMZN,2025-03-01 09:44:50,2025-03-01 10:02:40,129.0,809.8161827454028,3179.877765891043,9.398015
AMZN,2025-03-01 09:45:00,2025-03-01 10:02:50,102.0,1426.040970429346,374.89587114213816,-107.995228
AMZN,2025-03-01 09:47:00,2025-03-01 10:03:30,102.0,3179.804913063904,340.2074300437442,275.784461
AMZN,2025-03-01 09:47:00,2025-03-01 10:04:10,91.0,1994.2529543365108,1993.410631190432,-76.651406
AMZN,2025-03-01 09:47:10,2025-03-01 10:05:10,34.0,337.5036608164522,3007.6962263882456,37.804468
AMZN,2025-03-01 09:49:20,2025-03-01 10:07:00,39.0,2835.4813722196004,3301.4079447604827,173.253042
AMZN,2025-03-01 09:50:00,2025-03-01 10:10:10,28.0,1481.8557871988282,3063.40614676388,50.222434
AMZN,2025-03-01 09:50:20,2025-03-01 10:10:10,9.0,863.8967723747114,1074.9212080869877,-10.231525
AMZN,2025-03-01 09:51:00,2025-03-01 10:10:30,67.0,399.80266918502525,397.63896867353833,-144.967934
AMZN,2025-03-01 09:51:40,2025-03-01 10:11:30,16.0,1195.2847627589308,2083.2981944108105,21.032982
AMZN,2025-03-01 09:51:50,2025-03-01 10:13:10,103.0,3296.9655590765374,858.8747486998724,-517.268439
AMZN,2025-03-01 09:52:20,2025-03-01 10:13:40,132.0,3006.5843302574094,1771.8012382408265,-208.01116
AMZN,2025-03-01 09:52:50,2025-03-01 10:14:10,169.0,2859.8073842173244,2862.6385323458185,478.464034
AMZN,2025-03-01 09:53:20,2025-03-01 10:15:20,135.0,1773.377080363117,552.9066754525647,-211.908244
AMZN,2025-03-01 09:54:00,2025-03-01 10:15:30,14.0,2455.596494997019,2458.063729020178,34.541276
AMZN,2025-03-01 09:55:00,2025-03-01 10:15:40,62.0,2189.319745932856,3017.986044017177,330.485776
