asset,buy_timestamp,sell_timestamp,quantity,entry_price,exit_price,profit_loss
NVDA,2025-03-01 09:30:00,2025-03-01 09:36:50,39.0,181.42191950373507,2511.539084395442,25.180125
NVDA,2025-03-01 09:30:10,2025-03-01 09:39:50,69.0,2542.2104939290925,2540.3286596486005,-129.846565
NVDA,2025-03-01 09:31:00,2025-03-01 09:40:40,29.0,1294.3103418670944,180.38365545964288,-30.109657
NVDA,2025-03-01 09:32:00,2025-03-01 09:42:10,76.0,2510.893440163054,1771.6857093386564,-123.204734
NVDA,2025-03-01 09:33:00,2025-03-01 09:43:50,163.0,1773.306824263329,1688.4098866006912,585.950867
NVDA,2025-03-01 09:34:20,2025-03-01 09:46:30,36.0,369.5456931661843,1295.917635224856,57.862561
NVDA,2025-03-01 09:34:50,2025-03-01 09:48:30,162.0,1684.8150960030416,2482.4287798112955,4.107026
NVDA,2025-03-01 09:36:40,2025-03-01 09:49:50,3.0,1031.6096723971452,297.51729752586544,-7.904233
NVDA,2025-03-01 09:37:30,2025-03-01 09:49:50,53.0,281.2446206481775,2509.1853117721034,-145.974022
NVDA,2025-03-01 09:38:00,2025-03-01 09:50:00,128.0,2193.606177831796,460.9087639393302,-122.354425
NVDA,2025-03-01 09:39:50,2025-03-01 09:50:40,140.0,1400.89471140321,1249.9365074519644,-337.696615
NVDA,2025-03-01 09:41:00,2025-03-01 09:53:10,18.0,1252.348626128099,1826.304385649523,47.126226
NVDA,2025-03-01 09:41:20,2025-03-01 09:54:10,44.0,461.8646578822296,1164.5201423459998,-121.427352
NVDA,2025-03-01 09:42:00,2025-03-01 09:55:30,196.0,1561.7017923113767,3315.5492389140577,146.182745
NVDA,2025-03-01 09:42:20,2025-03-01 09:56:50,94.0,1167.279854896149,1399.342285317413,-145.928052
NVDA,2025-03-01 09:43:00,2025-03-01 09:57:40,141.0,3339.7050903319173,2949.341871409224,95.386123
NVDA,2025-03-01 09:44:00,2025-03-01 09:58:30,178.0,2482.403427798094,1379.517489917631,-503.289178
NVDA,2025-03-01 09:44:40,2025-03-01 09:59:20,13.0,2948.665374081856,2368.4814890246407,33.287228
NVDA,2025-03-01 09:46:20,2025-03-01 09:59:50,174.0,300.15204171676163,370.0404644322836,86.0902
NVDA,2025-03-01 09:46:30,2025-03-01 10:00:10,132.0,2511.9395385990306,1062.9020449304312,276.090061
NVDA,2025-03-01 09:46:50,2025-03-01 10:01:00,193.0,314.3697063308164,436.9084959466902,-88.03583
NVDA,2025-03-01 09:47:00,2025-03-01 10:03:10,25.0,1823.686261998935,315.54068854153564,29.274555
NVDA,2025-03-01 09:47:40,2025-03-01 10:04:20,117.0,2318.792671821729,88.63849290931503,-324.861742
NVDA,2025-03-01 09:48:50,2025-03-01 10:04:20,5.0,1139.3124461396374,1707.0297054297005,6.478047
NVDA,2025-03-01 09:49:00,2025-03-01 10:05:10,151.0,1382.3449572121522,1226.221004634035,17.261792
NVDA,2025-03-01 09:50:00,2025-03-01 10:06:30,121.0,875.5126007709821,3258.507159316131,645.657314
NVDA,2025-03-01 09:51:30,2025-03-01 10:08:10,131.0,2365.920933053057,1900.5641023226924,14.896912
NVDA,2025-03-01 09:52:00,2025-03-01 10:09:00,86.0,3314.80340858423,1030.999588589791,-52.467207
NVDA,2025-03-01 09:53:00,2025-03-01 10:09:00,141.0,3290.26420887431,64.5777763247651,366.675264
NVDA,2025-03-01 09:55:00,2025-03-01 10:09:30,83.0,1900.4503854409743,2447.144919917681,136.251115
NVDA,2025-03-01 09:56:00,2025-03-01 10:10:40,12.0,61.977242539929335,280.051812586428,-14.313697
NVDA,2025-03-01 09:56:00,2025-03-01 10:10:50,162.0,1060.8104535559924,2381.678712691749,-103.597093
NVDA,2025-03-01 09:58:00,2025-03-01 10:11:30,17.0,91.41508899083722,1328.9940906974534,-32.464171
NVDA,2025-03-01 09:59:00,2025-03-01 10:13:30,55.0,3253.1711484570246,2271.449088004941,158.860595
NVDA,2025-03-01 09:59:10,2025-03-01 10:15:20,166.0,1226.1066881290792,368.1922361824706,-231.408614
NVDA,2025-03-01 10:00:00,2025-03-01 10:16:30,127.0,2445.5033402139734,160.21006897544902,266.228328
NVDA,2025-03-01 10:00:00,2025-03-01 10:16:30,57.0,1705.734096061805,1143.3879436367858,232.303357
NVDA,2025-03-01 10:00:00,2025-03-01 10:17:50,137.0,437.3646401448066,877.123452298211,220.686659
NVDA,2025-03-01 10:01:10,2025-03-01 10:18:20,80.0,2268.5607135454293,1589.445060991883,-154.097633
NVDA,2025-03-01 10:04:30,2025-03-01 10:21:10,102.0,1330.9037478291273,3341.566831767946,189.897626
NVDA,2025-03-01 10:05:30,2025-03-01 10:21:10,189.0,369.58626397983545,3337.7103441198583,108.692139
NVDA,2025-03-01 10:07:00,2025-03-01 10:22:10,199.0,175.14265968046777,1614.6521706890285,381.884817
NVDA,2025-03-01 10:07:10,2025-03-01 10:22:50,78.0,2382.3182009188,1421.7478041150105,-27.293189
NVDA,2025-03-01 10:08:00,2025-03-01 10:23:00,157.0,3337.1352534360494,2041.68011159229,74.783977
NVDA,2025-03-01 10:09:10,2025-03-01 10:23:30,169.0,158.1137829246332,641.8521634481484,9.31426
NVDA,2025-03-01 10:11:00,2025-03-01 10:24:20,1.0,2041.203780530036,1220.288710585765,0.447299
NVDA,2025-03-01 10:12:00,2025-03-01 10:25:10,130.0,1219.8414115788055,1874.532961697022,258.245918
NVDA,2025-03-01 10:12:00,2025-03-01 10:26:30,11.0,2918.6140102384734,2079.713715309132,-18.279085
NVDA,2025-03-01 10:12:30,2025-03-01 10:27:10,116.0,3073.708038026427,2915.8274002177764,-323.246762
NVDA,2025-03-01 10:12:50,2025-03-01 10:28:00,78.0,1056.118335728868,3287.0560955211445,-250.232842
NVDA,2025-03-01 10:15:00,2025-03-01 10:29:10,104.0,401.3388285193079,145.81567684913767,-257.156273
NVDA,2025-03-01 10:15:20,2025-03-01 10:29:10,34.0,2345.961828838319,176.81500443825027,56.859722
NVDA,2025-03-01 10:15:40,2025-03-01 10:30:00,13.0,2276.769301239932,2725.1145034804026,50.625068
NVDA,2025-03-01 10:15:50,2025-03-01 10:31:10,76.0,1591.3712814044734,264.65404398887966,106.173389
NVDA,2025-03-01 10:16:10,2025-03-01 10:32:30,7.0,409.0456783409493,3072.6524863598133,-7.388862
NVDA,2025-03-01 10:17:00,2025-03-01 10:34:40,180.0,672.9493075295253,2190.751841109857,-513.78061
NVDA,2025-03-01 10:17:00,2025-03-01 10:37:00,81.0,1777.1772328896095,185.48055618236543,75.594328
NVDA,2025-03-01 10:17:30,2025-03-01 10:38:20,93.0,1760.3338237822436,342.81008575774644,2.560343
NVDA,2025-03-01 10:18:40,2025-03-01 10:38:50,76.0,439.0273911861166,408.0685362500523,-74.262799
NVDA,2025-03-01 10:18:50,2025-03-01 10:40:10,48.0,641.7970494817238,893.4054682058306,-45.958232
NVDA,2025-03-01 10:19:10,2025-03-01 10:40:20,95.0,1422.0977167929414,2874.551024833104,-115.101821
NVDA,2025-03-01 10:20:40,2025-03-01 10:40:50,176.0,1612.7331515084932,2357.509739805686,-30.23149
NVDA,2025-03-01 10:22:00,2025-03-01 10:41:50,153.0,148.28833332174992,1778.2453875809506,163.427668
NVDA,2025-03-01 10:22:10,2025-03-01 10:43:00,183.0,2081.3754502742395,2562.639689585586,-484.471552
NVDA,2025-03-01 10:24:00,2025-03-01 10:44:10,104.0,1872.546454632672,55.35179521520818,105.648515
NVDA,2025-03-01 10:24:10,2025-03-01 10:44:40,145.0,3406.158591149785,1058.1991828355908,301.72283
NVDA,2025-03-01 10:26:50,2025-03-01 10:45:00,116.0,263.2570257113439,3262.4109485797007,48.145492
NVDA,2025-03-01 10:27:00,2025-03-01 10:45:10,30.0,2721.220267447612,2895.161231849625,128.926775
NVDA,2025-03-01 10:28:00,2025-03-01 10:45:30,106.0,2357.6815096351806,1702.916390955526,-142.855659
NVDA,2025-03-01 10:28:40,2025-03-01 10:45:30,36.0,2875.7626229537555,186.95255001092443,16.483125
NVDA,2025-03-01 10:29:00,2025-03-01 10:47:10,24.0,1545.0018705610476,620.3646820925492,3.421524
NVDA,2025-03-01 10:31:50,2025-03-01 10:48:30,170.0,894.3629313663469,880.0547813948701,82.474644
NVDA,2025-03-01 10:32:30,2025-03-01 10:49:20,184.0,3066.952986226841,971.121812944308,59.961817
NVDA,2025-03-01 10:32:50,2025-03-01 10:51:30,78.0,342.7825551927657,2431.105544072896,-248.60129
NVDA,2025-03-01 10:33:30,2025-03-01 10:51:40,97.0,3173.5746793357093,1338.21318690083,155.129709
NVDA,2025-03-01 10:33:40,2025-03-01 10:51:50,52.0,970.7959335053376,2777.9228736798023,22.638462
NVDA,2025-03-01 10:34:40,2025-03-01 10:52:30,146.0,791.1539726756316,444.4867098125172,-253.829809
NVDA,2025-03-01 10:35:10,2025-03-01 10:52:40,39.0,184.54729287127128,3377.311643086013,57.28799
NVDA,2025-03-01 10:37:00,2025-03-01 10:52:50,28.0,1336.6139115548085,2846.531093612269,143.552588
NVDA,2025-03-01 10:38:00,2025-03-01 10:53:10,9.0,1704.264085849996,2477.595732981788,36.779622
NVDA,2025-03-01 10:38:10,2025-03-01 10:54:20,16.0,186.4946854248547,2493.5953167110624,-4.437314
NVDA,2025-03-01 10:38:30,2025-03-01 10:54:40,71.0,2565.2870751175165,401.48663887866815,10.494536
NVDA,2025-03-01 10:39:00,2025-03-01 10:55:00,152.0,1718.8768082044858,1544.150210921821,-129.452265
NVDA,2025-03-01 10:40:00,2025-03-01 10:55:10,112.0,2434.292740104808,1685.350400889649,-205.49428
NVDA,2025-03-01 10:40:00,2025-03-01 10:57:40,37.0,2396.850392909906,2279.3774721389336,96.502323
NVDA,2025-03-01 10:40:30,2025-03-01 11:00:10,149.0,2493.872648807138,233.17382416892983,216.263854
NVDA,2025-03-01 10:42:00,2025-03-01 11:00:40,144.0,3375.842720269403,672.2535046436717,-100.195616
