asset,buy_timestamp,sell_timestamp,quantity,entry_price,exit_price,profit_loss
MSFT,2025-03-01 09:30:40,2025-03-01 09:37:30,71.0,2374.1450724976467,2807.403868696572,-4.504476
MSFT,2025-03-01 09:31:00,2025-03-01 09:38:40,182.0,2484.9298821289417,2485.1304804359424,36.508892
MSFT,2025-03-01 09:32:10,2025-03-01 09:39:30,105.0,745.3585061805961,3151.704723925612,177.543809
MSFT,2025-03-01 09:32:30,2025-03-01 09:40:40,11.0,3150.0138305090973,3294.1166109820088,26.442703
MSFT,2025-03-01 09:33:50,2025-03-01 09:41:00,130.0,2807.4673120273133,1749.1736201789167,-188.499433
MSFT,2025-03-01 09:35:20,2025-03-01 09:43:30,79.0,1017.82457034806,2999.447101617332,-93.661531
MSFT,2025-03-01 09:35:50,2025-03-01 09:44:10,87.0,1502.426277628026,1504.2382544516386,157.641984
MSFT,2025-03-01 09:36:50,2025-03-01 09:44:20,66.0,2663.643467259016,2664.780086660473,75.01688
MSFT,2025-03-01 09:37:00,2025-03-01 09:45:10,148.0,1750.6236158168058,745.9114988535156,81.842916
MSFT,2025-03-01 09:38:00,2025-03-01 09:47:40,5.0,464.0446965639435,2480.2629069544587,5.98206
MSFT,2025-03-01 09:38:20,2025-03-01 09:48:50,153.0,1803.450782497201,3177.055092827577,-216.357867
MSFT,2025-03-01 09:38:40,2025-03-01 09:49:10,74.0,2479.066495008549,113.51333361964184,-194.531909
MSFT,2025-03-01 09:39:00,2025-03-01 09:52:30,76.0,3178.469196533772,1013.9347663876646,-295.625101
MSFT,2025-03-01 09:39:00,2025-03-01 09:53:10,101.0,3291.712728921741,3135.4272761392253,-201.033484
MSFT,2025-03-01 09:40:00,2025-03-01 09:53:30,121.0,2398.0175179382154,2394.430348213433,-434.047537
MSFT,2025-03-01 09:40:00,2025-03-01 09:53:40,99.0,2131.1058477302104,1673.2995068040798,58.150383
MSFT,2025-03-01 09:40:20,2025-03-01 09:54:50,53.0,116.1421432006641,929.4309872237573,204.899329
MSFT,2025-03-01 09:40:40,2025-03-01 09:55:30,48.0,3000.6326906160416,464.58183958072857,25.782865
MSFT,2025-03-01 09:40:50,2025-03-01 09:56:00,115.0,3409.048195838108,3489.299959841925,-2.143466
MSFT,2025-03-01 09:41:00,2025-03-01 09:56:20,73.0,3137.4177066702687,1167.4163326838054,-96.344026
MSFT,2025-03-01 09:42:00,2025-03-01 09:56:30,153.0,1063.2017912047263,1061.6095679353923,-243.61016
MSFT,2025-03-01 09:43:40,2025-03-01 09:56:50,122.0,1943.83842552923,2375.5803010633435,175.097885
MSFT,2025-03-01 09:47:00,2025-03-01 09:57:00,66.0,356.1414019340886,1915.865135019534,312.779634
MSFT,2025-03-01 09:47:50,2025-03-01 09:57:10,98.0,2035.7274030360609,3409.115604370768,6.606036
MSFT,2025-03-01 09:48:00,2025-03-01 09:58:40,32.0,2990.6906363148264,225.7267291147105,79.412804
MSFT,2025-03-01 09:48:00,2025-03-01 10:02:00,41.0,630.3678399008397,2084.991687689604,103.674977
MSFT,2025-03-01 09:48:20,2025-03-01 10:02:20,98.0,1672.7121292019792,355.44166339103225,-68.574377
MSFT,2025-03-01 09:49:00,2025-03-01 10:03:00,191.0,3496.1469520255105,2805.5633490122964,519.495441
MSFT,2025-03-01 09:50:40,2025-03-01 10:03:20,74.0,925.5649621523772,2265.593988394004,-54.408672
MSFT,2025-03-01 09:52:00,2025-03-01 10:03:40,33.0,1911.1260496546424,3089.037065984454,125.86989
MSFT,2025-03-01 09:52:00,2025-03-01 10:04:20,39.0,765.2287226874578,2700.579258770158,67.847353
MSFT,2025-03-01 09:52:30,2025-03-01 10:05:30,113.0,1168.7361138634883,2488.050168785547,-143.600254
MSFT,2025-03-01 09:52:40,2025-03-01 10:06:00,85.0,3392.5728662301794,1803.506346932015,4.722977
MSFT,2025-03-01 09:53:00,2025-03-01 10:06:30,56.0,3489.3185986757885,766.6171523297223,77.75206
MSFT,2025-03-01 09:53:00,2025-03-01 10:07:20,126.0,208.07245131812203,2031.476538964852,-535.608873
MSFT,2025-03-01 09:54:00,2025-03-01 10:08:30,187.0,1157.1786312044608,455.2651687493002,-198.188337
MSFT,2025-03-01 09:54:10,2025-03-01 10:10:10,18.0,2802.843477594251,3389.2754989515925,-59.352611
MSFT,2025-03-01 09:57:00,2025-03-01 10:11:30,114.0,223.245078976784,2993.176304319913,283.366153
